CoordX,CoordY,x_value,healthy
137287.5,458687.5,0.14750498004856366,0
137287.5,458662.5,0.11255366626667161,0
137237.5,458612.5,0.28958967015840237,0
136087.5,458462.5,0.29993521300076514,0
136012.5,458437.5,0.11036793101502398,0
136237.5,458387.5,0.37471163866208146,0
136087.5,458362.5,0.263470551046588,0
136062.5,458337.5,0.582826720556668,0
136137.5,458337.5,-0.39289657491808183,1
136187.5,458337.5,0.1936407932707189,0
137012.5,458187.5,-0.1449528720334121,1
134812.5,458062.5,-0.14190954854592477,1
137712.5,457662.5,-0.21302560822830005,1
137737.5,457637.5,0.1964313007740638,0
137762.5,457637.5,-0.15695096437664874,1
137787.5,457637.5,0.23601024202824375,0
135587.5,457612.5,-0.06395544237458203,1
135712.5,457537.5,-0.3163431492249128,1
134887.5,457412.5,0.5485837461604779,0
134862.5,457387.5,-0.4156512744318208,1
134887.5,457387.5,-0.10810631043030766,1
134912.5,457387.5,-0.4250633666779979,1
135087.5,457237.5,-0.08746542707115537,1
135112.5,457187.5,-0.07869281859812502,1
135212.5,457162.5,0.29830359059792966,0
135312.5,457137.5,0.3231043189591304,0
136887.5,457137.5,0.3847171697894819,0
136912.5,457137.5,-0.26624719278496134,1
137812.5,457137.5,0.22761540192366486,0
135162.5,457112.5,0.3969163386220929,0
136887.5,457112.5,0.39435968584621794,0
135262.5,457062.5,-0.2486081684128569,1
136362.5,456987.5,-0.14931519207757807,1
136362.5,456962.5,0.10237799102303419,0
135887.5,456937.5,0.1700545971983531,0
136437.5,456837.5,0.028457416981272146,0
137412.5,456787.5,0.17511378532542873,0
137337.5,456762.5,0.46411594157094155,0
137737.5,456762.5,0.0356541687734743,0
137737.5,456712.5,0.11841033981227664,0
137837.5,456687.5,-0.15078090964698548,1
135662.5,456637.5,0.354530148320461,0
136237.5,456587.5,-0.3280335701793194,1
135737.5,456562.5,0.031534578187436234,0
136237.5,456562.5,0.10342197359388028,0
135862.5,456487.5,0.2981423491579217,0
135837.5,456462.5,0.22612463317470644,0
135887.5,456462.5,-0.3137821005769741,1
135937.5,456437.5,0.09882258154204512,0
137362.5,456387.5,-0.13797899408132575,1
137437.5,456387.5,-0.08512369398431477,1
136937.5,456362.5,0.3370408715381401,0
137337.5,456362.5,-0.24284190522929855,1
136487.5,456337.5,0.02382897204759135,0
136812.5,456337.5,0.47933549670115505,0
136662.5,456312.5,-0.07581028152228125,1
136687.5,456312.5,-0.3894961671747423,1
136487.5,456287.5,-0.4770402453342909,1
136662.5,456287.5,-0.08602057524879447,1
136662.5,456262.5,-0.30856768672028323,1
135062.5,456212.5,0.12210616154624308,0
135087.5,456212.5,0.21836628731636165,0
136637.5,456162.5,0.2265791371515955,0
136737.5,456162.5,-0.31470906927143794,1
136237.5,456137.5,-0.29110697834670857,1
136462.5,456137.5,0.06469178384152127,0
135487.5,456087.5,0.5241920079125411,0
136662.5,456087.5,0.30680508879949153,0
135537.5,456037.5,-0.13706041754071416,1
135562.5,456037.5,0.17708269560430903,0
136462.5,456037.5,-0.3881703895216963,1
136237.5,456012.5,0.32343578993717736,0
136512.5,456012.5,-0.18550769825377822,1
136612.5,456012.5,0.12951278939709698,0
137387.5,456012.5,0.0789120795448468,0
135537.5,455987.5,0.4443041492565666,0
136312.5,455987.5,0.0035658952026837026,0
136737.5,455987.5,0.33204329252412623,0
134712.5,455962.5,-0.2246972255069586,1
135487.5,455962.5,0.4996541206140219,0
135512.5,455962.5,0.17569040148322074,0
135537.5,455962.5,0.29391105203621015,0
135562.5,455962.5,0.5349254006674462,0
136312.5,455962.5,-0.1604900903082672,1
137462.5,455962.5,-0.4197774950910006,1
137512.5,455962.5,0.3989567804881785,0
134737.5,455937.5,-0.30044822270845156,1
134762.5,455937.5,0.04710220349147463,0
135312.5,455937.5,0.4304120750572626,0
135337.5,455937.5,0.08967609027361723,0
135487.5,455937.5,0.48975214544837453,0
135537.5,455937.5,-0.05525514910449164,1
136287.5,455937.5,0.27871261278002285,0
136362.5,455937.5,0.41307707226733853,0
137487.5,455937.5,0.5810056935872467,0
136462.5,455912.5,0.28728591446582663,0
136712.5,455912.5,0.3110713801646972,0
136887.5,455912.5,0.4948549000895794,0
136037.5,455887.5,0.17898195484089552,0
136387.5,455887.5,-0.21802367607546325,1
136412.5,455887.5,-0.3643734896313499,1
136612.5,455887.5,-0.20259732259039476,1
134662.5,455862.5,-0.16337056780562298,1
135587.5,455862.5,0.4539783857751938,0
136087.5,455862.5,0.23570084314877304,0
135987.5,455837.5,0.33325272134719897,0
135962.5,455812.5,-0.03903815190794977,1
136037.5,455812.5,0.21687928423183894,0
136162.5,455812.5,0.22772130145423924,0
136312.5,455812.5,-0.39627452626357557,1
136512.5,455812.5,0.5074283966756947,0
136637.5,455812.5,0.04340445326002743,0
136712.5,455812.5,0.3222593296963654,0
136187.5,455787.5,-0.3776996814139064,1
136587.5,455787.5,-0.05275913779000522,1
136662.5,455787.5,0.5061228238299099,0
136687.5,455787.5,-0.3736935009388267,1
137712.5,455787.5,0.19196551224636033,0
136037.5,455762.5,0.5299384627753934,0
136187.5,455762.5,0.3191470312823716,0
135962.5,455737.5,-0.17623453084125634,1
135987.5,455737.5,0.39096604234736637,0
137712.5,455737.5,-0.4297362018722182,1
137737.5,455737.5,0.15773906801199294,0
135812.5,455712.5,0.17362588075416777,0
136062.5,455712.5,-0.29428718779793533,1
137737.5,455712.5,-0.12735814802799306,1
135012.5,455687.5,0.0378502712748527,0
135912.5,455687.5,-0.4048516510200239,1
136237.5,455687.5,-0.3148463357696984,1
136787.5,455687.5,0.41306128674364206,0
137762.5,455687.5,0.16239163128913037,0
135937.5,455662.5,-0.3903156684064285,1
136037.5,455662.5,0.3296333432610286,0
136062.5,455662.5,-0.29301314258798683,1
136737.5,455662.5,-0.06198773570935141,1
137812.5,455662.5,0.3474651640954678,0
136012.5,455612.5,-0.043368695628556345,1
134287.5,455487.5,0.15526028451526852,0
134312.5,455487.5,-0.17107188406590956,1
134337.5,455412.5,-0.16310145389565076,1
137112.5,455412.5,0.4863111870642498,0
138237.5,455212.5,-0.229471600326527,1
135937.5,455112.5,-0.05959220336636469,1
136912.5,455087.5,-0.31872483633400545,1
136912.5,455062.5,-0.3406294567910329,1
136912.5,455012.5,-0.3823372001242501,1
136937.5,455012.5,-0.028616004798956686,1
136912.5,454962.5,0.3915185350449233,0
138112.5,454962.5,-0.19528409436629643,1
136912.5,454937.5,0.12171500663037532,0
136937.5,454937.5,0.39482848079920435,0
137662.5,454937.5,0.2240440483263703,0
137712.5,454937.5,0.2645565697955927,0
136937.5,454912.5,0.2888105882074714,0
137662.5,454912.5,-0.2918794596486392,1
136162.5,454762.5,0.16286203207069372,0
136837.5,454562.5,0.3923967432632075,0
138337.5,454537.5,0.011696273473215446,0
138362.5,454537.5,0.13580825427167795,0
136387.5,454462.5,-0.06308251304631218,1
136312.5,454387.5,-0.030559255375157218,1
136312.5,454362.5,0.28576752834319474,0
136287.5,454337.5,-0.09739323195406459,1
136312.5,454337.5,-0.09507530196126457,1
136787.5,454287.5,0.037277745966304746,0
136262.5,454262.5,-0.46132350968776076,1
136287.5,454137.5,0.5344892849664287,0
136837.5,454137.5,-0.40693367594437446,1
134862.5,454112.5,-0.19193119105236267,1
134887.5,454112.5,0.02274838390109414,0
134962.5,454087.5,0.07291761078976113,0
135012.5,454062.5,0.38803266908050765,0
135037.5,454062.5,0.4901061713124966,0
134887.5,454037.5,-0.08632120869760353,1
134937.5,454037.5,0.4276462770799853,0
134987.5,454037.5,0.2343074428622196,0
134937.5,454012.5,0.07286725396384572,0
136612.5,453962.5,0.40192860651896056,0
136912.5,453862.5,-0.4571767481730063,1
136987.5,453862.5,-0.17624010799984152,1
136937.5,453837.5,0.471307910078359,0
136962.5,453837.5,0.12519722405808464,0
136937.5,453812.5,0.4205243428650836,0
137037.5,453812.5,0.5139675411797918,0
136987.5,453787.5,-0.02778849533950284,1
137012.5,453787.5,-0.06351702108071933,1
137012.5,453762.5,-0.3789655778004244,1
136237.5,453737.5,-0.09694053960847146,1
136712.5,453412.5,-0.14720272555668892,1
